"Statistic Label","Year","Ward","UNIT","VALUE"
"Small farms","2005","Quarry","Number",""
"Small farms","2005","Rasharkin","Number",""
"Small farms","2005","Roeside","Number",""
"Small farms","2005","Route","Number",""
"Small farms","2005","Torr Head and Rathlin","Number",""
"Small farms","2005","University","Number",""
"Small farms","2005","Waterside","Number",""
"Small farms","2005","Windy Hall","Number",""
"Small farms","2005","Artigarvan","Number",""
"Small farms","2005","Ballycolman","Number",""
"Small farms","2005","Ballymagroarty","Number",""
"Small farms","2005","Brandywell","Number",""
"Small farms","2005","Carn Hill","Number",""
"Small farms","2005","Castlederg","Number",""
"Small farms","2005","Caw","Number",""
"Small farms","2005","City Walls","Number",""
"Small farms","2005","Claudy","Number",""
"Small farms","2005","Clondermot","Number",""
"Small farms","2005","Creggan","Number",""
"Small farms","2005","Creggan South","Number",""
"Small farms","2005","Culmore","Number",""
"Small farms","2005","Drumahoe","Number",""
"Small farms","2005","Dunnamanagh","Number",""
"Small farms","2005","Ebrington","Number",""
"Small farms","2005","Eglinton","Number",""
"Small farms","2005","Enagh","Number",""
"Small farms","2005","Finn","Number",""
"Small farms","2005","Foyle Springs","Number",""
"Small farms","2005","Galliagh","Number",""
"Small farms","2005","Glenderg","Number",""
"Small farms","2005","Glenelly Valley","Number",""
"Small farms","2005","Kilfennan","Number",""
"Small farms","2005","Lisnagelvin","Number",""
"Small farms","2005","Madam's Bank","Number",""
"Small farms","2005","New Buildings","Number",""
"Small farms","2005","Newtownstewart","Number",""
"Small farms","2005","Northland","Number",""
"Small farms","2005","Park (Derry and Strabane)","Number",""
"Small farms","2005","Shantallow","Number",""
"Small farms","2005","Shantallow East","Number",""
"Small farms","2005","Sheriff's Mountain","Number",""
"Small farms","2005","Sion Mills","Number",""
"Small farms","2005","Skeoge","Number",""
"Small farms","2005","Slievekirk","Number",""
"Small farms","2005","Springtown","Number",""
"Small farms","2005","Strabane North","Number",""
"Small farms","2005","Strabane West","Number",""
"Small farms","2005","Victoria (Derry and Strabane)","Number",""
"Small farms","2005","Ballinamallard","Number",""
"Small farms","2005","Belcoo and Garrison","Number",""
"Small farms","2005","Belleek and Boa","Number",""
"Small farms","2005","Beragh","Number",""
"Small farms","2005","Boho,Cleenish and Letterbreen","Number",""
"Small farms","2005","Brookeborough","Number",""
"Small farms","2005","Camowen","Number",""
"Small farms","2005","Castlecoole","Number",""
"Small farms","2005","Coolnagard","Number",""
"Small farms","2005","Dergmoney","Number",""
"Small farms","2005","Derrygonnelly","Number",""
"Small farms","2005","Derrylin","Number",""
"Small farms","2005","Donagh","Number",""
"Small farms","2005","Dromore (Fermanagh and Omagh)","Number",""
"Small farms","2005","Drumnakilly","Number",""
"Small farms","2005","Drumquin","Number",""
"Small farms","2005","Ederney and Kesh","Number",""
"Small farms","2005","Erne","Number",""
"Small farms","2005","Fairy Water","Number",""
"Small farms","2005","Fintona","Number",""
"Small farms","2005","Florence Court and Kinawley","Number",""
"Small farms","2005","Gortin","Number",""
"Small farms","2005","Gortrush","Number",""
"Small farms","2005","Irvinestown","Number",""
"Small farms","2005","Killyclogher","Number",""
"Small farms","2005","Lisbellaw","Number",""
"Small farms","2005","Lisnarrick","Number",""
"Small farms","2005","Lisnaskea","Number",""
"Small farms","2005","Maguiresbridge","Number",""
"Small farms","2005","Newtownbutler","Number",""
"Small farms","2005","Newtownsaville","Number",""
"Small farms","2005","Owenkillew","Number",""
"Small farms","2005","Portora","Number",""
"Small farms","2005","Rosslea","Number",""
"Small farms","2005","Rossorry","Number",""
"Small farms","2005","Sixmilecross","Number",""
"Small farms","2005","Strule","Number",""
"Small farms","2005","Tempo","Number",""
"Small farms","2005","Termon","Number",""
"Small farms","2005","Trillick","Number",""
"Small farms","2005","Ballinderry","Number",""
"Small farms","2005","Ballyhanwood","Number",""
"Small farms","2005","Ballymacash","Number",""
"Small farms","2005","Ballymacbrennan","Number",""
"Small farms","2005","Ballymacoss","Number",""
"Small farms","2005","Beechill","Number",""
"Small farms","2005","Blaris","Number",""
"Small farms","2005","Cairnshill","Number",""
"Small farms","2005","Carrowreagh","Number",""
"Small farms","2005","Carryduff East","Number",""
"Small farms","2005","Carryduff West","Number",""
"Small farms","2005","Derryaghy","Number",""
"Small farms","2005","Dromara","Number",""
"Small farms","2005","Drumbo","Number",""
"Small farms","2005","Dundonald","Number",""
"Small farms","2005","Enler","Number",""
"Small farms","2005","Galwally","Number",""
"Small farms","2005","Glenavy","Number",""
"Small farms","2005","Graham's Bridge","Number",""
"Small farms","2005","Harmony Hill","Number",""
"Small farms","2005","Hilden","Number",""
"Small farms","2005","Hillhall","Number",""
"Small farms","2005","Hillsborough","Number",""
"Small farms","2005","Knockbracken","Number",""
"Small farms","2005","Knockmore","Number",""
"Small farms","2005","Lagan","Number",""
"Small farms","2005","Lagan Valley","Number",""
"Small farms","2005","Lambeg","Number",""
"Small farms","2005","Lisnagarvey","Number",""
"Small farms","2005","Maghaberry","Number",""
"Small farms","2005","Magheralave","Number",""
"Small farms","2005","Maze","Number",""
"Small farms","2005","Moira","Number",""
"Small farms","2005","Moneyreagh","Number",""
"Small farms","2005","Newtownbreda","Number",""
"Small farms","2005","Old Warren","Number",""
"Small farms","2005","Ravernet","Number",""
"Small farms","2005","Stonyford","Number",""
"Small farms","2005","Wallace Park","Number",""
"Small farms","2005","White Mountain","Number",""
"Small farms","2005","Academy","Number",""
"Small farms","2005","Ahoghill","Number",""
"Small farms","2005","Ardeevin","Number",""
"Small farms","2005","Ballee and Harryville","Number",""
"Small farms","2005","Ballycarry and Glynn","Number",""
"Small farms","2005","Ballykeel","Number",""
"Small farms","2005","Boneybefore","Number",""
"Small farms","2005","Braidwater","Number",""
"Small farms","2005","Broughshane","Number",""
"Small farms","2005","Burleigh Hill","Number",""
"Small farms","2005","Cairncastle","Number",""
"Small farms","2005","Carnlough and Glenarm","Number",""
"Small farms","2005","Castle (Mid and East Antrim)","Number",""
"Small farms","2005","Castle Demesne","Number",""
"Small farms","2005","Craigyhill","Number",""
"Small farms","2005","Cullybackey","Number",""
"Small farms","2005","Curran and Inver","Number",""
"Small farms","2005","Fair Green","Number",""
"Small farms","2005","Galgorm","Number",""
"Small farms","2005","Gardenmore","Number",""
"Small farms","2005","Glenravel","Number",""
"Small farms","2005","Glenwhirry","Number",""
"Small farms","2005","Gortalee","Number",""
"Small farms","2005","Grange","Number",""
"Small farms","2005","Greenisland","Number",""
"Small farms","2005","Islandmagee","Number",""
"Small farms","2005","Kells","Number",""
"Small farms","2005","Kilroot","Number",""
"Small farms","2005","Kilwaughter","Number",""
"Small farms","2005","Kirkinriola","Number",""
"Small farms","2005","Love Lane","Number",""
"Small farms","2005","Maine","Number",""
"Small farms","2005","Park (Mid and East Antrim)","Number",""
"Small farms","2005","Portglenone","Number",""
"Small farms","2005","Slemish","Number",""
"Small farms","2005","Sunnylands","Number",""
"Small farms","2005","The Maidens","Number",""
"Small farms","2005","Victoria (Mid and East Antrim)","Number",""
"Small farms","2005","Whitehead South","Number",""
"Small farms","2005","Woodburn","Number",""
"Small farms","2005","Ardboe","Number",""
"Small farms","2005","Augher and Clogher","Number",""
"Small farms","2005","Aughnacloy","Number",""
"Small farms","2005","Ballygawley","Number",""
"Small farms","2005","Ballymaguigan","Number",""
"Small farms","2005","Ballysaggart","Number",""
"Small farms","2005","Bellaghy","Number",""
"Small farms","2005","Caledon","Number",""
"Small farms","2005","Castlecaulfield","Number",""
"Small farms","2005","Castledawson","Number",""
"Small farms","2005","Coagh","Number",""
"Small farms","2005","Coalisland North","Number",""
"Small farms","2005","Coalisland South","Number",""
"Small farms","2005","Cookstown East","Number",""
"Small farms","2005","Cookstown South","Number",""
"Small farms","2005","Cookstown West","Number",""
"Small farms","2005","Coolshinny","Number",""
"Small farms","2005","Donaghmore","Number",""
"Small farms","2005","Draperstown","Number",""
"Small farms","2005","Fivemiletown","Number",""
"Small farms","2005","Glebe (Mid Ulster)","Number",""
"Small farms","2005","Killyman","Number",""
"Small farms","2005","Killymeal","Number",""
"Small farms","2005","Lissan","Number",""
"Small farms","2005","Loughry","Number",""
"Small farms","2005","Lower Glenshane","Number",""
"Small farms","2005","Maghera","Number",""
"Small farms","2005","Moy","Number",""
"Small farms","2005","Moygashel","Number",""
"Small farms","2005","Mullaghmore","Number",""
"Small farms","2005","Oaklands","Number",""
"Small farms","2005","Pomeroy","Number",""
"Small farms","2005","Stewartstown (Mid Ulster)","Number",""
"Small farms","2005","Swatragh","Number",""
"Small farms","2005","Tamlaght O'Crilly","Number",""
"Small farms","2005","The Loup","Number",""
"Small farms","2005","Tobermore","Number",""
"Small farms","2005","Town Parks East","Number",""
"Small farms","2005","Valley (Mid Ulster)","Number",""
"Small farms","2005","Washing Bay","Number",""
"Small farms","2005","Abbey (Newry, Mourne and Down)","Number",""
"Small farms","2005","Annalong","Number",""
"Small farms","2005","Ballybot","Number",""
"Small farms","2005","Ballydugan","Number",""
"Small farms","2005","Ballynahinch","Number",""
"Small farms","2005","Ballyward","Number",""
"Small farms","2005","Bessbrook","Number",""
"Small farms","2005","Binnian","Number",""
"Small farms","2005","Burren","Number",""
"Small farms","2005","Camlough","Number",""
"Small farms","2005","Castlewellan","Number",""
"Small farms","2005","Cathedral (Newry, Mourne and Down)","Number",""
"Small farms","2005","Crossgar and Killyleagh","Number",""
"Small farms","2005","Crossmaglen","Number",""
"Small farms","2005","Damolly","Number",""
"Small farms","2005","Derryboy","Number",""
"Small farms","2005","Derryleckagh","Number",""
"Small farms","2005","Donard","Number",""
"Small farms","2005","Drumalane","Number",""
"Small farms","2005","Drumaness","Number",""
"Small farms","2005","Dundrum","Number",""
"Small farms","2005","Fathom","Number",""
"Small farms","2005","Forkhill","Number",""
"Small farms","2005","Hilltown","Number",""
"Small farms","2005","Kilkeel","Number",""
"Small farms","2005","Kilmore","Number",""
"Small farms","2005","Knocknashinna","Number",""
"Small farms","2005","Lecale","Number",""
"Small farms","2005","Lisnacree","Number",""
"Small farms","2005","Mayobridge","Number",""
"Small farms","2005","Mullaghbane","Number",""
"Small farms","2005","Murlough","Number",""
"Small farms","2005","Newtownhamilton","Number",""
"Small farms","2005","Quoile","Number",""
"Small farms","2005","Rostrevor","Number",""
"Small farms","2005","Saintfield","Number",""
"Small farms","2005","St. Patrick's","Number",""
"Small farms","2005","Strangford","Number",""
"Small farms","2005","Tollymore","Number",""
"Small farms","2005","Warrenpoint","Number",""
"Small farms","2005","Whitecross","Number",""
"Small farms","2005","Ballycrochan","Number",""
"Small farms","2005","Ballygowan","Number",""
"Small farms","2005","Ballygrainey","Number",""
"Small farms","2005","Ballyholme","Number",""
"Small farms","2005","Ballymagee","Number",""
"Small farms","2005","Ballywalter","Number",""
"Small farms","2005","Bloomfield (North Down and Ards)","Number",""
"Small farms","2005","Broadway","Number",""
"Small farms","2005","Bryansburn","Number",""
"Small farms","2005","Carrowdore","Number",""
"Small farms","2005","Castle (North Down and Ards)","Number",""
"Small farms","2005","Clandeboye","Number",""
"Small farms","2005","Comber North","Number",""
"Small farms","2005","Comber South","Number",""
"Small farms","2005","Comber West","Number",""
"Small farms","2005","Conway Square","Number",""
"Small farms","2005","Cronstown","Number",""
"Small farms","2005","Cultra","Number",""
"Small farms","2005","Donaghadee","Number",""
"Small farms","2005","Glen","Number",""
"Small farms","2005","Gregstown","Number",""
"Small farms","2005","Groomsport","Number",""
"Small farms","2005","Harbour","Number",""
"Small farms","2005","Helen's Bay","Number",""
"Small farms","2005","Holywood","Number",""
"Small farms","2005","Kilcooley","Number",""
